epoch,loss
274,5321.336098528923
275,5321.3363140999
276,5321.336553046044
277,5321.336773811503
278,5321.33698938248
279,5321.337236120346
280,5321.337536101646
281,5321.33781530502
282,5321.338088015293
283,5321.338393191074
284,5321.338711353059
285,5321.339042501247
286,5321.33935287151
287,5321.339632074883
288,5321.340012570645
289,5321.3404021567485
290,5321.340716422872
291,5321.341109904837
292,5321.341537150931
293,5321.341903361868
294,5321.342328010722
295,5321.3427331802695
296,5321.343178607048
297,5321.3436500062335
298,5321.344072057846
299,5321.344477227393
300,5321.344948626579
301,5321.345504436087
302,5321.345918695977
303,5321.34653034616
304,5321.346987460522
305,5321.34746924867
306,5321.347945842337
307,5321.34851853391
308,5321.349100315824
309,5321.349635347407
310,5321.3502716713765
311,5321.3509742249835
312,5321.3515144510475
313,5321.352353359791
314,5321.353090976147
315,5321.353414332613
316,5321.353738987699
317,5321.354233762051
318,5321.354892162566
319,5321.355706397523
320,5321.356562188331
321,5321.356873857214
322,5321.357328374335
323,5321.357784190076
324,5321.358330909242
325,5321.359098393867
326,5321.359429542054
327,5321.360065866024
328,5321.360393118351
329,5321.360987886469
330,5321.361625509059
331,5321.362151450299
332,5321.362816343916
333,5321.363056588681
334,5321.363548765791
335,5321.364287680768
336,5321.364912317154
337,5321.36519671501
338,5321.365943421709
339,5321.366296646443
340,5321.366564162234
341,5321.367106985538
342,5321.3678796646445
343,5321.368206916972
344,5321.368312105219
345,5321.369034138132
346,5321.3691808822305
347,5321.369722406915
348,5321.369689941406
349,5321.370765199053
350,5321.370789872839
351,5321.370440543966
352,5321.371795004987
353,5321.370589885306
354,5321.372456002743
355,5321.371471648521
356,5321.372627420628
357,5321.372966360538
358,5321.3735169755655
359,5321.371880713929
360,5321.374244202959
361,5321.3725624896115
362,5321.3740052568155
363,5321.374200049867
364,5321.374607816656
365,5321.376602497507
366,5321.377519323471
367,5321.376321995512
368,5321.375984354222
369,5321.375846700465
370,5321.37744400349
371,5321.378442642536
372,5321.381221690076
373,5321.378114091589
374,5321.378358232214
375,5321.376925853972
376,5321.380080202793
377,5321.382046313996
378,5321.386986265791
379,5321.376611587849
380,5321.378184217087
381,5321.378262134309
382,5321.380356808926
383,5321.386239559092
384,5321.380549004737
385,5321.382590435921
386,5321.380491865442
387,5321.381530761719
388,5321.386975876829
389,5321.379233502327
390,5321.391480790808
391,5321.380010077294
392,5321.391002898521
393,5321.378788075549
394,5321.3795906229225
395,5321.379675033245
396,5321.382160592587
397,5321.380748992271
398,5321.38739403258
399,5321.380768471576
400,5321.384398115442
401,5321.384182544465
402,5321.386599276928
403,5321.381054168052
404,5321.381545046543
405,5321.383495574302
406,5321.390453582115
407,5321.371613198138
408,5321.372613135804
409,5321.3830683282085
410,5321.387345983627
411,5321.381208703873
412,5321.384161766539
413,5321.387531686337
414,5321.385273385556
415,5321.37811798745
416,5321.3825125187
417,5321.3743597801695
418,5321.3818839864525
419,5321.384013723819
420,5321.387634277344
421,5321.38581491024
422,5321.37834524601
423,5321.373140375665
424,5321.383173516456
425,5321.382970931682
426,5321.383365712268
427,5321.38965103474
428,5321.368473134143
429,5321.381334670046
430,5321.381634651347
431,5321.392341776097
432,5321.385188975232
433,5321.38412800241
434,5321.3793464822975
435,5321.380919111536
436,5321.386256441157
437,5321.383518949468
438,5321.3685406624
439,5321.381790485788
440,5321.380355510306
441,5321.384065668633
442,5321.388523832281
443,5321.379542573969
444,5321.367595266788
445,5321.380716526762
446,5321.380654192985
447,5321.3935546875
448,5321.391432741855
449,5321.38198657746
450,5321.379610102227
451,5321.380287982048
452,5321.380015271775
453,5321.38018409242
454,5321.394822140957
455,5321.3868927651265
456,5321.380750290891
457,5321.39047565866
458,5321.373823449967
459,5321.3811957176695
460,5321.380925604638
461,5321.379308822307
462,5321.380336031
463,5321.396588264628
464,5321.366916088347
465,5321.391331449468
466,5321.376279141041
467,5321.390102954621
468,5321.374692226978
469,5321.382450184924
470,5321.379117925117
471,5321.379252981632
472,5321.379128314079
473,5321.397670015375
474,5321.424550157913
475,5321.373989673371
476,5321.378114091589
477,5321.378384204621
478,5321.378543934924
479,5321.3786140604225
480,5321.378890666556
481,5321.380865868102
482,5321.383681277011
483,5321.382157995346
484,5321.3855980406415
485,5321.385456491024
486,5321.380213960688
487,5321.3859681474405
488,5321.430745875582
489,5321.374297446393
490,5321.383989050033
491,5321.377724505485
492,5321.377623213099
493,5321.37781670753
494,5321.378464719082
495,5321.377981632314
496,5321.378537441822
497,5321.3791322099405
498,5321.378616657663
499,5321.387861535904
500,5321.415690969913
501,5321.361987824135
502,5321.3785400390625
503,5321.37842056599
504,5321.3787023666055
505,5321.379098445811
506,5321.37901922997
507,5321.379254280253
